Name(???),Commodities,Pesticides,MRL(mg/kg)
?(??),Radish(Roots),Terbufos,0.05
?(??),Radish(Roots),Tebupirimfos,0.05
?(??),Radish(Roots),Tefluthrin,0.05
?(??),Radish(Roots),Tralomethrin,0.05
?(??),Radish(Roots),Trifluralin,0.05
?(??),Radish(Roots),Thiamethoxam,0.5
?(??),Radish(Roots),Thiodicarb,0.2
?(??),Radish(Roots),Thiobencarb,0.2
?(??),Radish(Roots),Thiocyclam,1
?(??),Radish(Roots),Parathion,0.3
?(??),Radish(Roots),Parathion-Methyl,0.05
?(??),Radish(Roots),Permethrin(Permetrin),0.1
?(??),Radish(Roots),Fenitrothion : MEP,0.05
?(??),Radish(Roots),Pendimethalin,0.2
?(??),Radish(Roots),Fenvalerate,0.05
?(??),Radish(Roots),Fenbutatin oxide,2
?(??),Radish(Roots),Fensulfothion,0.1
?(??),Radish(Roots),Phosphamidone,0.05
?(??),Radish(Roots),Phoxim,0.05
?(??),Radish(Roots),Propamocarb,5
?(??),Radish(Roots),Prohexadione-Calcium,0.05
?(??),Radish(Roots),Flubendiamide,0.05
?(??),Radish(Roots),Fluazinam,0.05
?(??),Radish(Roots),Fluazifop-butyl,0.05
?(??),Radish(Roots),Pyrethrins,1
?(??),Radish(Roots),Pyridaryl(Pyridalyl),0.3
?(??),Radish(Roots),Pirimicarb,0.05
?(??),Radish(Roots),Pyrifluquinazon,0.05
?(??),Radish(Roots),Pymetrozine,0.05
?(??) (??),Radish(Roots) (Dried),Azinphos-methyl,1
?(??) (??),Radish(Roots) (Dried),Captan,3
???,Raisin,Malathion,0.5
???,Raisin,Methoxychlor,14
???,Raisin,Benfuracarb,0.5
???,Raisin,Simazine,0.25
???,Raisin,Carbosulfan,0.5
???,Raisin,Carbofuran,0.5
???,Raisin,Captan,5
???,Raisin,Tolylfluanid,5
???,Raisin,Fenamiphos,0.3
???,Raisin,Furathiocarb,0.5
???,Raisin,Fluxapyroxad,5.7
??(???)?,Rape seed,Glufosinate(ammonium),0.3
??(???)?,Rape seed,Glyphosate,15
??(???)?,Rape seed,Novaluron,2
??(???)?,Rape seed,Deltamethrin,0.05
??(???)?,Rape seed,Diethofencarb,0.05
??(???)?,Rape seed,Lufenuron,0.3
??(???)?,Rape seed,Methoxyfenozide,1
??(???)?,Rape seed,Benomyl,0.5
??(???)?,Rape seed,Boscalid,2
??(???)?,Rape seed,Cyantraniliprole,0.8
??(???)?,Rape seed,Cyhalothrin,0.3
??(???)?,Rape seed,Saflufenacil,0.5
??(???)?,Rape seed,Sulfoxaflor,0.15
??(???)?,Rape seed,Spinosad,0.05
??(???)?,Rape seed,Acetamiprid,0.5
??(???)?,Rape seed,Emamectin benzoate,0.05
??(???)?,Rape seed,Imidacloprid,0.05
??(???)?,Rape seed,Indoxacarb,0.5
??(???)?,Rape seed,Carbendazim,0.5
??(???)?,Rape seed,Quizalofop-ethyl,1.5
??(???)?,Rape seed,Quinclorac,1.5
??(???)?,Rape seed,Chlorantraniliprole,2
??(???)?,Rape seed,Tralomethrin,0.05
??(???)?,Rape seed,Thiophanate-methyl,0.5
??(???)?,Rape seed,Fludioxonil,0.05
??(???)?,Rape seed,Fluxapyroxad,0.8
??(???)?,Rape seed,Pyridaryl(Pyridalyl),0.05
??(???)?,Rape seed,Pymetrozine,0.05
??(???)?,Rape seed,Picoxystrobin,0.08
??,Rape(leaves),Novaluron,0.05
??,Rape(leaves),Diethofencarb,0.05
??,Rape(leaves),Lufenuron,0.2
??,Rape(leaves),Methoxyfenozide,0.05
??,Rape(leaves),Benomyl,0.1
??,Rape(leaves),Boscalid,0.3
??,Rape(leaves),Spinosad,0.05
??,Rape(leaves),Acetamiprid,0.7
??,Rape(leaves),Emamectin benzoate,0.05
??,Rape(leaves),Imidacloprid,0.05
??,Rape(leaves),Indoxacarb,0.5
??,Rape(leaves),Carbendazim,0.1
??,Rape(leaves),Thiophanate-methyl,0.1
??,Rape(leaves),Fludioxonil,0.05
??,Rape(leaves),Pyridaryl(Pyridalyl),0.05
????,Raspberry,Boscalid,9
????,Raspberry,Spinetoram,0.7
????,Raspberry,Imidacloprid,1.5
????,Raspberry,Fenpyrazamine,5
????,Raspberry,Pyraclostrobin,3
?,Red bean,Dichlofluanid,0.2
?,Red bean,Malathion,0.5
?,Red bean,Methoxyfenozide,0.05
?,Red bean,Bentazone,0.2
?,Red bean,Bitertanol,0.2
?,Red bean,Bifenthrin,0.05
?,Red bean,Cyfluthrin,0.5
?,Red bean,Cyhalothrin,0.2
?,Red bean,Sulfoxaflor,0.05
?,Red bean,Sethoxydim,20
?,Red bean,Spirotetramat,0.05
?,Red bean,Acephate,3
?,Red bean,Etofenprox,0.05
?,Red bean,Ethiofencarb,1
?,Red bean,Omethoate,0.01
?,Red bean,Indoxacarb,0.05
?,Red bean,Chlorantraniliprole,0.05
?,Red bean,Chlorpropham,0.05
?,Red bean,Chlorfluazuron,0.05
?,Red bean,Clofentezine,0.2
?,Red bean,Thiobencarb,0.2
?,Red bean,Parathion-Methyl,1
?,Red bean,Permethrin(Permetrin),0.1
?,Red bean,Fenitrothion : MEP,0.1
?,Red bean,Pendimethalin,0.2
?,Red bean,Fenvalerate,0.5
?,Red bean,Fenbutatin oxide,0.5
?,Red bean,Propargite,0.2
?,Red bean,Pyrethrins,1
?,Red bean,Pymetrozine,0.05
?,Rice,Glufosinate(ammonium),0.05
?,Rice,Glyphosate,0.05
?,Rice,Daminozide,N.D.
?,Rice,Diquat,0.02
?,Rice,"Dymron, Dymron",0.05
?,Rice,Dinotefuran,1
?,Rice,Dimethametryn,0.1
?,Rice,Dimethylvinphos,0.1
?,Rice,Dimepiperate,0.05
?,Rice,Dithianon,0.1
?,Rice,Dithiopyr,0.05
?,Rice,Difenoconazole,0.2
?,Rice,Malathion,0.3
?,Rice,Mesotrione,0.2
?,Rice,Mecoprop-P,0.01
?,Rice,Methamidophos,0.5
?,Rice,Metamifop,0.05
?,Rice,Metazosulfuron,0.05
?,Rice,Metaflumizone,0.1
?,Rice,Metalaxyl,0.05
?,Rice,Methomyl,0.1
?,Rice,Methoprene,5
?,Rice,Methoxychlor,2
?,Rice,Methoxyfenozide,1
?,Rice,Metolachlor,0.1
?,Rice,Metolcarb,0.05
?,Rice,Metribuzin,0.05
?,Rice,Metconazole,0.05
?,Rice,Methiocarb,0.05
?,Rice,Mefenacet,0.01
?,Rice,Molinate,0.05
?,Rice,Vamidothion,0.05
?,Rice,Benomyl,0.5
?,Rice,Bendiocarb,0.02
?,Rice,Bensultap,0.1
?,Rice,Bensulfuron-methyl,0.02
?,Rice,Benzobicyclon,0.1
?,Rice,Bentazone,0.05
?,Rice,Benfuracarb,0.3
?,Rice,Benfuresate,0.1
?,Rice,Butachlor,0.1
?,Rice,Buprofezin,0.5
?,Rice,Bromobutide,0.05
?,Rice,Bispyribac-sodium,0.1
?,Rice,Bifenox,0.05
?,Rice,Cyantraniliprole,0.05
?,Rice,Cyclosulfamuron,0.1
?,Rice,Cycloprothrin,0.05
?,Rice,Cypermethrin,1
?,Rice,Cyhalofop-butyl,0.1
?,Rice,Saflufenacil,0.03
?,Rice,Sulfoxaflor,0.2
?,Rice,Spinosad,0.05
?,Rice,Cinosulfuron,0.05
?,Rice,Simeconazole,0.05
?,Rice,Simetryn,0.05
?,Rice,Silafluofen,0.1
?,Rice,Anilofos,0.05
?,Rice,Acetamiprid,0.3
?,Rice,Acephate,0.3
?,Rice,Acibenzolar-S-methyl,0.3
?,Rice,Isotianil,0.1
?,Rice,Isofenphos,0.05
?,Rice,Isoprocarb : MIPC,0.3
?,Rice,Isoprothiolane,2
?,Rice,Azoxystrobin,1
?,Rice,Azinphos-methyl,0.1
?,Rice,Azimsulfuron,0.1
?,Rice,Aldicarb,0.02
?,Rice,Edifenphos,0.2
?,Rice,Esprocarb,0.1
?,Rice,Etofenprox,1
?,Rice,Ethoprophos(Ethoprop),0.005
?,Rice,Ethoxysulfuron,0.1
?,Rice,Etridiazole,0.05
?,Rice,Ethylene dibromide : EDB,0.5
?,Rice,Epoxiconazole,0.3
?,Rice,MCPB,0.05
?,Rice,MCPA,0.05
?,Rice,Orthosulfamuron,0.05
?,Rice,Orysastrobin,0.3
?,Rice,Omethoate,0.01
?,Rice,Oxadiargyl,0.05
?,Rice,Oxadiazon,0.05
?,Rice,Oxadixyl,1
?,Rice,Oxamyl,0.02
?,Rice,Oxaziclomefone,0.1
?,Rice,Oxolinic acid,0.05
?,Rice,Inabenfide,0.05
?,Rice,Imazalil,0.05
?,Rice,Imazosulfuron,0.1
?,Rice,Iminoctadine,0.05
?,Rice,Imidacloprid,0.2
?,Rice,"2,4-D",0.05
?,Rice,Iprodione,3
?,Rice,Iprobenfos,0.2
?,Rice,Ipconazole,0.05
?,Rice,Ipfencarbazone,0.05
?,Rice,Indanofan,0.1
?,Rice,Indoxacarb,0.1
?,Rice,Carbendazim,0.5
?,Rice,Carbosulfan,0.3
?,Rice,Carbofuran,0.3
?,Rice,Carboxin,0.2
?,Rice,Cartap hydrochloride,0.1
?,Rice,Cafenstrole,0.05
?,Rice,Carfentrazone-ethyl,0.1
?,Rice,Carpropamid,1
?,Rice,Quinalphos,0.01
?,Rice,Quinoclamine,0.05
?,Rice,Quinclorac,0.05
?,Rice,Chromafenozide,0.5
?,Rice,Chlorantraniliprole,0.5
?,Rice,Chlordane,0.02
?,Rice,Chlormequat,0.05
?,Rice,Chlorpropham,0.1
?,Rice,Chlorpyrifos-methyl,0.1
?,Rice,Clomazone,0.1
?,Rice,Clothianidin,0.1
?,Rice,Chinomethionate,0.1
?,Rice,Thenylchlor,0.05
?,Rice,Tebuconazole,0.05
?,Rice,Tebufenozide,0.3
?,Rice,Tebufloquin,0.2
?,Rice,Tecloftalam,0.5
?,Rice,Tefuryltrione,0.05
?,Rice,Tricyclazole,0.7
?,Rice,Triafamone,0.05
?,Rice,Triclopyr,0.3
?,Rice,Triforine,0.01
?,Rice,Triflumizole,0.05
?,Rice,Tiadinil,1
?,Rice,Thiamethoxam,0.1
?,Rice,Thiabendazole,0.2
?,Rice,Thiacloprid,0.1
?,Rice,Thiodicarb,0.1
?,Rice,Thiometon,0.05
?,Rice,Thiobencarb,0.2
?,Rice,Thiocyclam,0.1
?,Rice,Thiophanate-methyl,0.5
?,Rice,Thifluzamide,0.1
?,Rice,Parathion,0.1
?,Rice,Parathion-Methyl,1
?,Rice,Paraquat,0.5
?,Rice,Permethrin(Permetrin),2
?,Rice,Fenobucarb,0.5
?,Rice,Phenothrin,0.1
?,Rice,Fenoxanil,0.5
?,Rice,Fenoxaprop-ethyl,0.05
?,Rice,Penoxsulam,0.1
?,Rice,Fenitrothion : MEP,0.2
?,Rice,Ferimzone,0.7
?,Rice,Pendimethalin,0.05
?,Rice,Fenvalerate,1
?,Rice,Fenbuconazole,0.05
?,Rice,Pencycuron,0.3
?,Rice,Fenclorim,0.1
?,Rice,Phenthoate : PAP,0.05
?,Rice,Pentoxazone,0.05
?,Rice,Fentrazamide,0.1
?,Rice,Fenthion : MPP,0.5
?,Rice,Fentin,0.05
?,Rice,Phoxim,0.05
?,Rice,Furathiocarb,0.3
?,Rice,Pretilachlor,0.1
?,Rice,Probenazole,0.1
?,Rice,Procymidone,1
?,Rice,Prochloraz,0.02
?,Rice,Propanil,0.2
?,Rice,Propamocarb,0.1
?,Rice,Propoxur,0.05
?,Rice,Propyrisulfuron,0.05
?,Rice,Propiconazole,0.7
?,Rice,Prohexadione-Calcium,0.05
?,Rice,"Phthalide, Fthalide",1
?,Rice,Flonicamid,0.1
?,Rice,Fludioxonil,0.02
?,Rice,Flubendiamide,0.5
?,Rice,Flucetosulfuron,0.1
?,Rice,Fluopyram,0.05
?,Rice,Flutolanil,1
?,Rice,Pyrazosulfuron-ethyl,0.05
?,Rice,Pyrazoxyfen,0.05
?,Rice,Pyrazolate,0.1
?,Rice,Pyraclonil,0.05
?,Rice,Pyrethrins,3
?,Rice,Pyroquilon,0.1
?,Rice,Pyridaphenthion,0.2
?,Rice,Pyriminobac-methyl,0.05
?,Rice,pyrimisulfan,0.05
?,Rice,Pirimicarb,0.05
?,Rice,Pirimiphos-methyl,1
?,Rice,Pyribenzoxim,0.05
?,Rice,Pyribenzoxim,0.05
?,Rice,Pyribencarb,0.05
?,Rice,Pyributicarb,0.05
?,Rice,Pyriftalid,0.1
?,Rice,Pymetrozine,0.05
?,Rice,Piperophos,0.05
?,Rice,Fipronil,0.01
?,Rice,Hymexazol,0.05
?,Rice,Halosulfuron-methyl,0.05
?,Rice,Hexaconazole,0.3
???,Root and tuber vegetables,Aldrin & Dieldrin,0.1
???,Rubi Fructus,Glufosinate(ammonium),0.05
???,Rubi Fructus,Novaluron,2
???,Rubi Fructus,Dinotefuran,2
???,Rubi Fructus,Dithianon,3
???,Rubi Fructus,Lufenuron,0.3
???,Rubi Fructus,Methoxyfenozide,1
???,Rubi Fructus,Milbemectin,0.05
???,Rubi Fructus,Boscalid,5
???,Rubi Fructus,Cyflumetofen,1
???,Rubi Fructus,Spinetoram,0.05
???,Rubi Fructus,Spinosad,0.5
???,Rubi Fructus,Spirodiclofen,1
???,Rubi Fructus,Spiromesifen,2
???,Rubi Fructus,Simeconazole,0.3
???,Rubi Fructus,Acetamiprid,1
???,Rubi Fructus,Azoxystrobin,3
???,Rubi Fructus,Emamectin benzoate,0.03
???,Rubi Fructus,Etofenprox,1
???,Rubi Fructus,Imidacloprid,0.5
???,Rubi Fructus,Indoxacarb,0.5
???,Rubi Fructus,Cadusafos,0.05
???,Rubi Fructus,Captan,5
???,Rubi Fructus,Kresoxim-methyl,2
???,Rubi Fructus,Chlorantraniliprole,1
???,Rubi Fructus,Chlorothalonil,1
???,Rubi Fructus,Chlorfenapyr,0.5
???,Rubi Fructus,Chlorfluazuron,1
???,Rubi Fructus,Clothianidin,1
???,Rubi Fructus,Teflubenzuron,2
???,Rubi Fructus,Trifloxystrobin,1
???,Rubi Fructus,Thiamethoxam,1
???,Rubi Fructus,Thiacloprid,0.7
???,Rubi Fructus,Fenpyroximate,0.7
???,Rubi Fructus,Fosthiazate,0.05
???,Rubi Fructus,Prochloraz,3
???,Rubi Fructus,Flusilazole,0.5
???,Rubi Fructus,Fluquinconazole,1
???,Rubi Fructus,Pyraclostrobin,1
???,Rubi Fructus,Pyridaryl(Pyridalyl),1
???(??),Rubi Fructus(Dried),Methoxyfenozide,6
???(??),Rubi Fructus(Dried),Chlorfenapyr,2
??,Rye,Diuron,1
??,Rye,Dichlofluanid,0.1
??,Rye,Linuron,0.2
??,Rye,Malathion,2
??,Rye,Metalaxyl,0.05
??,Rye,Methomyl,0.5
??,Rye,Methoprene,5
??,Rye,Methoxychlor,2
??,Rye,Metolachlor,0.1
??,Rye,Metribuzin,0.05
??,Rye,Methiocarb,0.05
??,Rye,Bentazone,0.1
??,Rye,Bitertanol,0.1
??,Rye,Cypermethrin,1
??,Rye,Cyfluthrin,2
??,Rye,Cyhalothrin,0.2
??,Rye,Azinphos-methyl,0.2
??,Rye,Etofenprox,0.05
??,Rye,Ethoprophos(Ethoprop),0.005
??,Rye,Ethiofencarb,0.05
??,Rye,Ethylene dibromide : EDB,0.5
??,Rye,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.05
??,Rye,Omethoate,0.01
??,Rye,Oxadixyl,0.1
??,Rye,Oxamyl,0.02
??,Rye,Imazalil,0.05
??,Rye,"2,4-D",0.5
??,Rye,Carbaryl : NAC,1
??,Rye,Chlordane,0.02
??,Rye,Chlormequat,10
??,Rye,Chlorpropham,0.05
??,Rye,Thiodicarb,0.5
??,Rye,Thiobencarb,0.1
??,Rye,Parathion,0.3
??,Rye,Parathion-Methyl,1
??,Rye,Permethrin(Permetrin),2
??,Rye,Pendimethalin,0.2
??,Rye,Fenvalerate,2
??,Rye,Fensulfothion,0.1
??,Rye,Phosphamidone,0.1
??,Rye,Phoxim,0.05
??,Rye,Propiconazole,0.05
??,Rye,Pyrethrins,3
??,Rye,Pirimicarb,0.05
??,Rye,Pirimiphos-methyl,5
???,Sedum,Diethofencarb,20
???,Sedum,Benomyl,10
???,Sedum,Boscalid,30
???,Sedum,Acetamiprid,20
???,Sedum,Carbendazim,10
???,Sedum,Clothianidin,5
???,Sedum,Triflumizole,7
???,Sedum,Thiamethoxam,5
???,Sedum,Thiacloprid,7
???,Sedum,Thiophanate-methyl,10
?? ? ?? ???,Seed for beverage and sweets,Aluminium phosphide(Hydrogen phosphide),0.1
???,Seeds,Daminozide,N.D.
???,Seeds,Dichlofluanid,15
???,Seeds,Malathion,2
???,Seeds,Maleic hydrazide,40
???,Seeds,Methamidophos,0.1
???,Seeds,Benfuracarb,0.1
???,Seeds,Cypermethrin,0.2
???,Seeds,Cyhalothrin,0.5
???,Seeds,Sethoxydim,1
???,Seeds,Ethiofencarb,5
???,Seeds,Oxamyl,0.5
???,Seeds,Carbosulfan,0.1
???,Seeds,Carbofuran,0.1
???,Seeds,Chlorpropham,0.05
???,Seeds,Clofentezine,1
???,Seeds,Parathion-Methyl,0.2
???,Seeds,Permethrin(Permetrin),5
???,Seeds,Pendimethalin,0.05
???,Seeds,Fenvalerate,0.5
???,Seeds,Fenbutatin oxide,2
???,Seeds,Furathiocarb,0.1
???,Seeds,Propiconazole,0.05
???,Seeds,Pyrethrins,1
???,Seeds,Pirimicarb,1
??(???-???),Sesame seed(Black seasame),Glufosinate(ammonium),0.05
??(???-???),Sesame seed(Black seasame),Nabam,2
??(???-???),Sesame seed(Black seasame),Napropamide,0.05
??(???-???),Sesame seed(Black seasame),Daminozide,N.D.
??(???-???),Sesame seed(Black seasame),Deltamethrin,0.5
??(???-???),Sesame seed(Black seasame),Dimethomorph,0.5
??(???-???),Sesame seed(Black seasame),Dimethyl dithiocarbamates,2
??(???-???),Sesame seed(Black seasame),Dichlofluanid,15
??(???-???),Sesame seed(Black seasame),Dithianon,0.5
??(???-???),Sesame seed(Black seasame),Dithiocarbamates,2
??(???-???),Sesame seed(Black seasame),Difenoconazole,0.1
??(???-???),Sesame seed(Black seasame),maneb,2
??(???-???),Sesame seed(Black seasame),Mandipropamid,1
??(???-???),Sesame seed(Black seasame),Mancozeb,2
??(???-???),Sesame seed(Black seasame),Maleic hydrazide,40
??(???-???),Sesame seed(Black seasame),Metalaxyl,0.1
??(???-???),Sesame seed(Black seasame),Methoxyfenozide,0.05
??(???-???),Sesame seed(Black seasame),Metrafenone,0.2
??(???-???),Sesame seed(Black seasame),Metiram,2
??(???-???),Sesame seed(Black seasame),Benalaxyl,0.05
??(???-???),Sesame seed(Black seasame),Benomyl,0.5
??(???-???),Sesame seed(Black seasame),Benthiavalicarb-isopropyl,0.2
??(???-???),Sesame seed(Black seasame),Benfuracarb,0.1
??(???-???),Sesame seed(Black seasame),Cymoxanil,0.2
??(???-???),Sesame seed(Black seasame),Cymoxanil,0.2
??(???-???),Sesame seed(Black seasame),Cyazofamid,0.1
??(???-???),Sesame seed(Black seasame),Cypermethrin,0.2
??(???-???),Sesame seed(Black seasame),Cyfluthrin,0.5
??(???-???),Sesame seed(Black seasame),Cyhalothrin,0.5
??(???-???),Sesame seed(Black seasame),Sulfoxaflor,0.05
??(???-???),Sesame seed(Black seasame),Sethoxydim,0.05
??(???-???),Sesame seed(Black seasame),Spinetoram,0.05
??(???-???),Sesame seed(Black seasame),Spiromesifen,0.05
??(???-???),Sesame seed(Black seasame),Ametoctradin,0.05
??(???-???),Sesame seed(Black seasame),Amisulbrom,0.05
??(???-???),Sesame seed(Black seasame),Acetamiprid,0.05
??(???-???),Sesame seed(Black seasame),Azoxystrobin,0.1
??(???-???),Sesame seed(Black seasame),Alachlor,0.05
??(???-???),Sesame seed(Black seasame),Emamectin benzoate,0.05
??(???-???),Sesame seed(Black seasame),Ethaboxam,0.1
??(???-???),Sesame seed(Black seasame),Ethiofencarb,5
??(???-???),Sesame seed(Black seasame),Oxadixyl,1
??(???-???),Sesame seed(Black seasame),Oxamyl,0.5
??(???-???),Sesame seed(Black seasame),Imidacloprid,0.05
??(???-???),Sesame seed(Black seasame),Iprovalicarb,0.1
??(???-???),Sesame seed(Black seasame),Indoxacarb,0.05
??(???-???),Sesame seed(Black seasame),Zineb,2
??(???-???),Sesame seed(Black seasame),Ziram,2
??(???-???),Sesame seed(Black seasame),Cadusafos,0.01
??(???-???),Sesame seed(Black seasame),Carbendazim,0.5
??(???-???),Sesame seed(Black seasame),Carbosulfan,0.1
??(???-???),Sesame seed(Black seasame),Carbofuran,0.1
??(???-???),Sesame seed(Black seasame),Clethodim,0.1
??(???-???),Sesame seed(Black seasame),Chlorantraniliprole,0.1
??(???-???),Sesame seed(Black seasame),Chlorothalonil,0.2
??(???-???),Sesame seed(Black seasame),Chlorpropham,0.05
??(???-???),Sesame seed(Black seasame),Clofentezine,1
??(???-???),Sesame seed(Black seasame),Tralomethrin,0.5
??(???-???),Sesame seed(Black seasame),Thiram,2
??(???-???),Sesame seed(Black seasame),Thiophanate-methyl,0.5
??(???-???),Sesame seed(Black seasame),Famoxadone,0.1
??(???-???),Sesame seed(Black seasame),Permethrin(Permetrin),5
??(???-???),Sesame seed(Black seasame),Ferbam,2
??(???-???),Sesame seed(Black seasame),Fenamidone,0.2
??(???-???),Sesame seed(Black seasame),Pendimethalin,0.05
??(???-???),Sesame seed(Black seasame),Fenvalerate,0.5
??(???-???),Sesame seed(Black seasame),Fenbutatin oxide,2
??(???-???),Sesame seed(Black seasame),Fenthion : MPP,0.1
??(???-???),Sesame seed(Black seasame),Fosetyl-aluminium,2
??(???-???),Sesame seed(Black seasame),Furathiocarb,0.1
??(???-???),Sesame seed(Black seasame),Profenofos,3
??(???-???),Sesame seed(Black seasame),Propineb,2
??(???-???),Sesame seed(Black seasame),Flonicamid,0.05
??(???-???),Sesame seed(Black seasame),Fluazinam,0.05
??(???-???),Sesame seed(Black seasame),Fluazifop-butyl,0.1
??(???-???),Sesame seed(Black seasame),Pyraclostrobin,0.05
??(???-???),Sesame seed(Black seasame),Pyrethrins,1
??(???-???),Sesame seed(Black seasame),Pirimicarb,1
???,Sheep,gamma-BHC,2
???,Sheep,Diazinon,0.7
???,Sheep,Dimethoate,0.05
???,Sheep,"Lindane, £^-BHC",2
???,Sheep,Methamidophos,0.01
???,Sheep,Methidathion,0.02
???,Sheep,Methiocarb,0.05
???,Sheep,Monocrotophos,0.02
???,Sheep,Cyromazine,0.05
???,Sheep,Isofenphos,0.02
???,Sheep,Ethion,0.2
???,Sheep,Endrin,0.1
???,Sheep,"2,4,5-T",0.05
???,Sheep,Carbaryl : NAC,0.2
???,Sheep,Carbendazim,0.1
???,Sheep,Carbofuran,0.05
???,Sheep,Chlorfenvinphos,0.2
???,Sheep,Chlorpyrifos,1
???,Sheep,Chinomethionate,0.05
???,Sheep,Paraquat,0.05
???,Sheep,Fensulfothion,0.02
???,Sheep,Phosalone,0.05
????,Sheep by-product,Dimethoate,0.05
????,Sheep by-product,Methidathion,0.02
????,Sheep by-product,Carbofuran,0.05
????,Sheep by-product,Chlorpyrifos,0.01
????,Sheep by-product,Paraquat,0.05
???,Sheep fat,Methamidophos,0.01
???,Sheep fat,Methidathion,0.02
???,Sheep fat,Carbofuran,0.05
???,Sheep kidney,Paraquat,0.5
???,Shinsuncho,Tebufenpyrad,1
???,Shinsuncho,Fenazaquin,3
??,Sorghum,Glyphosate,30
??,Sorghum,Nabam,0.05
??,Sorghum,Nitrapyrin,0.1
??,Sorghum,Diquat,2
??,Sorghum,Deltamethrin,0.3
??,Sorghum,Dimethoate,0.1
??,Sorghum,Dimethyl dithiocarbamates,0.05
??,Sorghum,Diuron,1
??,Sorghum,Dicamba,3
??,Sorghum,Dichlofluanid,0.1
??,Sorghum,Dithiocarbamates,0.05
??,Sorghum,Difenoconazole,0.2
??,Sorghum,Linuron,0.2
??,Sorghum,maneb,0.05
??,Sorghum,Mancozeb,0.05
??,Sorghum,Malathion,2
??,Sorghum,Metalaxyl,0.05
??,Sorghum,Methomyl,0.2
??,Sorghum,Methoprene,5
??,Sorghum,Methoxychlor,2
??,Sorghum,Metolachlor,0.3
??,Sorghum,Metribuzin,0.05
??,Sorghum,Metiram,0.05
??,Sorghum,Methiocarb,0.05
??,Sorghum,Benomyl,0.05
??,Sorghum,Bentazone,0.1
??,Sorghum,Benfuracarb,0.1
??,Sorghum,Bitertanol,0.1
??,Sorghum,Bifenox,0.05
??,Sorghum,Bifenthrin,0.5
??,Sorghum,Cypermethrin,1
??,Sorghum,Cyfluthrin,2
??,Sorghum,Cyhalothrin,0.2
??,Sorghum,Saflufenacil,0.03
??,Sorghum,Spinosad,1
??,Sorghum,Acetochlor,0.05
??,Sorghum,Azinphos-methyl,0.2
??,Sorghum,Ethoprophos(Ethoprop),0.005
??,Sorghum,Ethiofencarb,1
??,Sorghum,Ethylene dibromide : EDB,0.5
??,Sorghum,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.05
??,Sorghum,Omethoate,0.01
??,Sorghum,Oxadixyl,0.1
??,Sorghum,Oxamyl,0.02
??,Sorghum,Imazalil,0.05
??,Sorghum,"2,4-D",0.05
??,Sorghum,Indoxacarb,1
??,Sorghum,Zineb,0.05
??,Sorghum,Ziram,0.05
??,Sorghum,Carbendazim,0.05
??,Sorghum,Carbosulfan,0.1
??,Sorghum,Carbofuran,0.1
??,Sorghum,Carboxin,0.2
??,Sorghum,Chlordane,0.02
??,Sorghum,Chlormequat,10
??,Sorghum,Chlorfenapyr,0.5
??,Sorghum,Chlorpropham,0.05
??,Sorghum,Chlorfluazuron,1
??,Sorghum,Chlorpyrifos,0.5
??,Sorghum,Tralomethrin,0.3
??,Sorghum,Thiram,0.05
??,Sorghum,Thiodicarb,0.2
??,Sorghum,Thiobencarb,0.1
??,Sorghum,Thiophanate-methyl,0.05
??,Sorghum,Parathion,0.3
??,Sorghum,Parathion-Methyl,1
??,Sorghum,Paraquat,0.5
??,Sorghum,Permethrin(Permetrin),2
??,Sorghum,Ferbam,0.05
??,Sorghum,Phenothrin,2
??,Sorghum,Pendimethalin,0.2
??,Sorghum,Fenvalerate,2
??,Sorghum,Fensulfothion,0.1
??,Sorghum,Phenthoate : PAP,0.1
??,Sorghum,Phosphamidone,0.1
??,Sorghum,Phoxim,0.05
??,Sorghum,Furathiocarb,0.1
??,Sorghum,Propineb,0.05
??,Sorghum,Propiconazole,1
??,Sorghum,Fluxapyroxad,0.8
??,Sorghum,Pyrethrins,3
??,Sorghum,Pyridaryl(Pyridalyl),5
??,Sorghum,Pirimicarb,0.05
??,Sorghum,Pirimiphos-methyl,5
??,Soy bean,Glufosinate(ammonium),2
??,Soy bean,Nabam,0.05
??,Soy bean,Napropamide,0.05
??,Soy bean,Daminozide,N.D.
??,Soy bean,Deltamethrin,0.1
??,Soy bean,Dinotefuran,0.05
??,Soy bean,Dimethenamid,0.01
??,Soy bean,Dimethoate,0.05
??,Soy bean,Dimethyl dithiocarbamates,0.05
??,Soy bean,Dicamba,10
??,Soy bean,Dicloran,20
??,Soy bean,Dichlorvos : DDVP,0.05
??,Soy bean,Diclofop-methyl,0.1
??,Soy bean,Dichlofluanid,0.2
??,Soy bean,Dithianon,0.05
??,Soy bean,Dithiocarbamates,0.05
??,Soy bean,Difenoconazole,0.15
??,Soy bean,Diflubenzuron,0.1
??,Soy bean,Linuron,0.05
??,Soy bean,maneb,0.05
??,Soy bean,Mancozeb,0.05
??,Soy bean,Malathion,0.5
??,Soy bean,Methamidophos,0.05
??,Soy bean,Metalaxyl,0.05
??,Soy bean,Methomyl,0.2
??,Soy bean,Methoxyfenozide,0.5
??,Soy bean,Metolachlor,0.05
??,Soy bean,Metribuzin,0.1
??,Soy bean,Metiram,0.05
??,Soy bean,Methiocarb,0.05
